[2026-05-24 15:32:04] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: TIME_WAIT
[2026-05-24 15:37:58] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:51853 | REMOTE: 142.250.137.17:443 | STATUS: TIME_WAIT
[2026-05-24 15:37:58] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:37:58] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:37:58] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:37:58] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:37:58] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:37:58] Connections checked: 114 | External: 9 | Suspicious: 0

[2026-05-24 15:38:03] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:03] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:51853 | REMOTE: 142.250.137.17:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:03] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:03] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED

[2026-05-24 15:38:03] Connections checked: 110 | External: 9 | Suspicious: 0

[2026-05-24 15:38:08] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:08] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:08] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN

[2026-05-24 15:38:08] Connections checked: 112 | External: 8 | Suspicious: 0

[2026-05-24 15:38:13] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:13] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:13] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN

[2026-05-24 15:38:13] Connections checked: 110 | External: 8 | Suspicious: 0

[2026-05-24 15:38:18] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:18] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:18] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN

[2026-05-24 15:38:18] Connections checked: 108 | External: 8 | Suspicious: 0

[2026-05-24 15:38:23] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:49469 | REMOTE: 172.172.255.216:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:52905 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:62872 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:63451 | REMOTE: 192.178.192.17:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:55142 | REMOTE: 172.172.255.218:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:59806 | REMOTE: 52.123.128.14:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:58984 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:59807 | REMOTE: 23.222.201.243:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:23] LOCAL: 192.168.137.41:58979 | REMOTE: 4.149.227.78:443 | STATUS: TIME_WAIT

[2026-05-24 15:38:23] Connections checked: 109 | External: 8 | Suspicious: 0

[2026-05-24 15:38:29] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:38:29] LOCAL: 192.168.137.41:58976 | REMOTE: 150.171.110.23:443 | STATUS: ESTABLISHED
[2026-05-24 15:38:29] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
